psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
202152,2,62715,1,S,3,37,1,2,3,4,2,1,5,2, , ,1,1,1,1,1, ,2,2,2,2,1,1, ,1,8,1,2,2,1,1,2,2,1,2, ,1,2,2,2, , , ,2, ,1,1,1,1,2,1,1,1,2,2,3,3,2,3,2,2,2, ,8, , , ,3,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,48,4,2,2, , , ,3, ,2,2, ,3,2, ,2,1, ,1,28376,3.64516129032258,1.16380411847679
202156,2,71015,1,S,2,39,2,1,1,1,1,2,2,1,2, ,2,1,1,2,2, ,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,3,1,8,3,8,3,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,76,1,2,2, , , ,4, ,2,3,2,3,2, ,1,5, ,1,43056,1.87096774193548,.59735078647481
202162,2,62315,1,S,1,25,1,2,2,3,2,2, , , , ,2,1,2,1,2, ,2,3,2,2,1,1, ,2,2,1,6,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,2,1,1,1,2,8,8,8,8,8,2,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,86,3,2,2, , , ,6, ,2,2, ,5,2, ,1,99, ,1,02771,1.45161290322581,.463461817092525
202167,2,62415,1,U,1,36,2,1,3,4,1,1,1,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,3,1,2,1,1,2,2,1,1,5,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,3,4,4,4,4,4,2,28,6,4,2, , , ,8,3,2,3,2,5,1,1,2,5, ,1,11207,2.09677419354839,.669444846911425
202169,2,62315,1,S,1,34,1,1,2,3,2,2, , , , ,3,1,1,2,1, ,2,2,9,9,9,9, ,9,9,9, ,2,2,1,2,9, , , , ,2,2,2, , , , , ,2,2,1,1,2,2,9,2,2,1,2,8,2,2,2,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,65,3,2,2, , , ,4, ,1,9,2,3,1,2,1,99, ,2,07070,4.2258064516129,1.3491888453138
202171,2,62415,1,U,1,42,2,2,3,4,1,1,2,1,2, ,2,1,2,1,1, ,1, , , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,8,2,8,8,1,1,2,2,3,1, ,3,4,4,3,2,4,2,1,1,1,1,1,2,1,2,1,3,1,1,1,1,2,1,1,2,2,2,2,2, , , , , ,2,1,1,1,4,4,4,4,4,1,3,25,6,2,1,2,1,0,2, ,2,3,2,2,2, ,1,2, ,1,15901,3.41935483870968,1.09171005804017
202176,2,62315,1,U,4,16,2,1,1,2,1,1,2,1,2, ,3,1,3,2,2, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,3,1,2, ,1,4,2,6,3,1,1,1,1,1,1,2, , , , , , , , , ,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,4,3,4,3,1,2,2,45,6,2,2, , , ,6, ,2,1, ,2,2, ,1,6, ,2,83406,1.96774193548387,.628248240947645
202177,2,62315,1,S,1,25,2,1,1,2,1,1,2,1,2, ,1,2,2,2,1, ,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,3,2,1,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,1,1,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , ,3,57,1,3,2, , , ,6, ,2,1, ,3,2, ,1,9, ,1,02025,2.35483870967742,.751838058838985
202184,2,62315,1,S,3,12,1,1,1,4,1,1,2,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1,2, ,1,2,2,1, , , ,2,2,2,2,1,1,2,2,2,8,2,8,1,8,3,8,8,8,8, ,1,2,2,1,3,2,1,1,1,9,1,1,2,2,2,1,2,1,2,2,6,2, , , , , , , , , , , , , , , , ,1,1,2,1,4,4,4,1,4,2,3,60,1,2,2, , , ,6, ,2,1, ,2,2, ,1,7, ,2,33981,1.67741935483871,.53555587752914
202190,2,70515,1,U,2,26,2,1,1,1,1,1,1,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,2,2,2,1,1,1, ,1,2, , , ,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,3,3,1,3,8,1,2,8,1,1,2,2,3,2,1,1,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,8,8,1,1,1,1,4,4,4,4,4,3,2,32,1,2,1,2,0,0,6, ,2,8,8,8,2, ,3,7, ,1,48335,2.41935483870968,.772436361820875
202192,2,62315,1,S,2,26,2,2,2,4,1,1,1,1,2, ,3,2,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,3,2,2,1,2,2,1,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,4,1,1,2,1,2,1,3,2,2,2,2,2,1,1,2,2,2,2,1,2,1,4,4,4,4,4,1,3,19,6,4,2, , , ,3,4,2,1, ,1,2, ,1,1, ,2,48327,6.35483870967742,2.02893284371617
202201,2,62315,1,S,1,33,1,2,1,2,1,1,1,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,1,1,8,2,2,2,2,2,2,1,2,8,8,8,2,1, ,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,4,4,4,4,4,3,2,32,1,2,1,0,1,0,8,3,2,3,2,3,2, ,1,8, ,2,03033,3.32258064516129,1.06081260356734
202202,2,62315,1,S,2,26,1,2,1,2,2,2, , , , ,3,1,3,3,3, ,2,1,1,2,2,2, ,2,8,1, ,1, , , , , , , , ,2,2,2, , , , , ,1,1,1,1,1,2,1,1,2,2,1,8,2,8,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,80,1,2,2, , , ,3, ,2,1, ,2,2, ,1,7, ,1,48917,1.67741935483871,.53555587752914
202208,2,62715,1,U,2,39,2,1,2,2,1,1,4,1,2, ,2,2,1,1,1, ,2,9, , , , , , , , , ,1, , , , ,2, ,2,1, , , ,1,2,2,2, ,2,1,2,2,8,1,1,1,1,2,1,3,2,8,3,1,1,1,1,3,1, ,3,8,1,2,1,2,2,1,1,1,2,1,2,8,8,2,1, , , , , , , , , , , , , , , , , ,1,1,8,2,1,1,1,8,2,8,2,29,6,1,2, , , ,3, ,2,2, ,8,2, ,2,2, ,2,43229,4.29032258064516,1.36978714829569
202211,2,62315,1,U,3,24,1,1,4,4,2,2, , , , ,3,3,3,1,3, ,2,1,2,2,1,2, ,1,2,2,4,2,1,2,1,9, , , , ,2,2,2, , , , , ,2,2,1,1,2,2,1,1,1,8,3,8,8,9,3,1,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,5,2,2, , , ,99, ,2,9,9,9,2, ,9,9, ,2,99999,3,.957821088657886
202223,2,70215,1,S,3,48,1,2,2,1,1,1,2,2, , ,1,1,1,1,1, ,1, ,2,2,1,1,1,1,9,2,1,2,2,1,1,1,2,1, ,2,2,2,2, , , ,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,4, , , ,3,1,1,3,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,20,1,5,2, , , ,99, ,2,3,2,4,2, ,2,99, ,1,75034,1.48387096774194,.47376096858347
202225,2,62315,1,U,2,31,2,1,1,2,1,1,2,1,2, ,2,1,1,1,2, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,3,8,2,1,1,2,1,3,2,1,3,2,2,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,3,2,3,3,3,2,3,26,6,2,2, , , ,6, ,2,2, ,3,2, ,1,6, ,2,68137,2.19354838709677,.700342301384261
202233,2,62315,2,S,3,12,1,1,3,3,1,1,3,1,2, ,2,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,1,1, , , ,2,1,2,2,1,1,8,2,1,1,1,2,2,8,2,8,8,1,1,2,1,1,1, ,3,9,4,3,3,2,3,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,2,1,2,2,40,2,3,1,0,1,0,1, ,2,3,2,4,1,3,1,2, ,2,34474,4.7741935483871,1.52427442065986
202235,2,62315,1,S,3,47,2,2,2,2,1,1,1,1,2, ,3,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,8,8,8,2,1,2,2,2,2,2,5,3,2,1,1,1,1,1,2, , , , , , , , , ,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,3,3,3,3,1,3,2,52,1,2,1,0,0,2,6, ,2,3,2,3,2, ,1,8, ,1,37075,1.96774193548387,.628248240947645
202242,2,62315,1,R,3,40,1,1,1,2,1,1,2,1,2, ,2,3,3,2,2, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,2,1, , , ,2,2,2,2,1,1,2,2,1,2,1,2,3,3,2,3,8,2,2,1,1,3,1, ,3,2,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,8,2,1,1,1,2,4,4,4,3,4,2,2,32,1,2,1,0,2,0,3, ,2,3,1,3,2, ,1,3, ,2,73737,4.29032258064516,1.36978714829569
202251,2,62315,1,R,3,47,2,1,3,4,2,2, , , , ,3,3,2,3,2, ,8,2,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,2,8,2,2,1,2,8,1,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,1,2,2, , , ,3, ,2,2, ,1,2, ,1,3, ,2,38040,3.25806451612903,1.04021430058545
202253,2,62315,1,R,2,17,1,1,2,2,1,2,3,1,1,2,2,1,8,8,2, ,2,3, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,1, , , ,2, ,2,2,1,8,1,1,8,1,1,2,1,8,1,8,8,1,8,8,1,1,1, ,3,3,2,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,3,4,3,3,3,1,2,55,1,3,1,0,1,1,3, ,2,2, ,3,2, ,1,99, ,1,62421,2.03225806451613,.648846543929535
202254,2,62315,1,S,3,47,1,1,1,1,1,1,1,1,2, ,2,1,2,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,1, , , ,2,1,1,1,1,1,2,2,1,2,1,1,3,1,2,1,2,1,2,1,4, , , ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,3,2,1,2,2,1,1,2,2,2,2, , , , , , , , , , ,3,28,6,5,2, , , ,3,2,2,3,1,3,2, ,1,2, ,1,37215,4.09677419354839,1.30799223935002
202255,2,62715,2,S,3,48,1,1,3,2,1,1,4,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1,1, ,2,1,2,1, , , ,1,1,1,1,1,1,2,2,2,2,1,2,8,8,2,8,2,1,1,2,1,1,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,2,2,1,1,1,4,4,4,4,2,1,4,33,6,1,2, , , ,6, ,2,3,9,8,1,3,1,3, ,2,66011,2.38709677419355,.762137210329931
202268,2,62315,1,S,1,9,2,1,1,2,1,1,2,1,2, ,3,1,2,3,3, ,1, , , , , , , , , , ,1, , , , ,1, ,2,1, , , ,1,2,1,2,2,2,2,9,2,2,2,9,1,2,2,2,8,8,8,8,1,8, ,1,3,2,1,3,2,1,2,1,3,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,2,4,4,4,3,3,1,8,65,1,2,2, , , ,8, ,2,1, ,3,2, ,1,9, ,1,06877,1.83870967741935,.587051634983865
202273,2,62315,1,U,3,47,1,2,1,3,1,1,2,1,2, ,2,2,2,1,1, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,1,1, , , ,2,1,1,2,1,2,2,2,2,2,1,2,2,2,8,8,2,1,2,2,2,1,1, ,1,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,1,4,4,4,4,2,4,2,20,6,3,2, , , ,4,2,2,3,2,5,2, ,1,7, ,1,37403,5.96774193548387,1.90534302582483
202275,2,62315,1,S,2,39,1,1,2,3,1,1,3,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,2,2, , , ,2,2,2,2,2,9,1,1,1,1,2,2,1,3,3,3,1,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,68,1,2,2, , , ,8, ,2,3,1,2,2, ,1,9, ,1,45807,1,.319273696219295
202284,2,70515,1,U,1,36,1,2,1,2,1,1,2,1,2, ,3,2,1,1,2, ,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,1,1, , , ,2,2,1,2,2,9,2,2,2,9,2,2,1,8,8,8,2,2,9, ,4, , , ,3,1,1,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,68,1,2,2, , , ,8, ,2,4,2,2,2, ,3,9, ,1,11366,4.87096774193548,1.5551718751327
202287,2,71215,1,U,2,26,1,2,1,1,1,2,3,1,2, ,3,1,3,3,1, ,2,2, , , , , , , , , ,2,1,2,1,1,2,2, ,2,2,2,2, , , ,2, ,2,2,2,2,2,2,2,2,1,8,8,8,8,8,8,2,2,2,4, , , ,3,4,4,4,4,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,45,6,2,2, , , ,1, ,1,4,8,8,2, ,1,99, ,2,48126,6.64516129032258,2.12162520713467
202291,2,62815,1,S,3,51,2,1,2,2,2,2, , , , ,8,8,8,8,8, ,8,12,8,2,1,1, ,2,2,2,1,1, , , , , , , , , , , ,2,2,2, , ,2,2,1,1,2,1,1,1,2,2,8,9,8,9,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,75,1,1,2, , , ,1, ,2,2, ,4,2, ,1,1, ,2,22974,3.25806451612903,1.04021430058545
202295,2,62315,1,U,3,48,2,2,2,2,1,1,1,1,2, ,3,3,3,3,3, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,1,2,8,2,2,8,8,8,2,8,1,8,8,8,8,1,8, ,1,1,2,5,3,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2, , , , , , , , , , , ,1,2,2,2,2,1,1,2,1,3,3,3,4,4,3,8,47,1,3,1,0,1,0,3, ,2,9,9,1,2, ,1,99, ,1,75701,5.19354838709677,1.65816339004215
202298,2,62315,1,S,3,12,1,2,2,2,1,1,3,2, , ,1,1,2,2,1, ,2,97,2,2,2,2, ,1,2,1,6,2,1,1,2,2,2,1, ,2,2,2,2, , , ,2, ,2,1,2,2,1,1,2,1,2,2,2,8,8,8,2,1,1, ,1,3,1, ,3,1,1,2,2,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,4,4,4,4,4,2,2,50,5,2,2, , , ,4, ,2,3,1,3,2, ,1,3, ,2,33903,4.06451612903226,1.29769308785907
202299,2,62315,1,S,2,17,1,2,2,2,1,1,3,1,2, ,1,8,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2,2,1,1,1,1,2,2,1,1,2,8,1,8,8,9,8,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,1,2,2, , , ,4, ,2,3,2,4,2, ,1,99, ,1,60558,5.45161290322581,1.74055660196971
202304,2,62315,1,S,1,23,1,2,2,4,2,2, , , , ,1,1,3,1,1, ,1, ,2,2,1,1,1,1,2,2,3,1, , , , , , , , ,2,2,1, , , , ,2,2,2,2,2,1,2,2,1,2,8,2,8,2,8,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,1,2,2, , , ,3, ,2,2, ,5,2, ,1,2, ,2,04412,3.35483870967742,1.07111175505828
202305,2,62315,1,R,3,21,2,1,2,2,1,2,5,1,2, ,3,3,2,3,2, ,2,7, , , , , , , , , ,1, , , , ,1, ,2,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,2,2,8,8,8,3,2,2, ,1,1,1, ,3,8,2,2,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,8,3,3,4,3,4,2,2,60,1,2,1,0,0,1,1, ,2,3,8,3,2, ,1,7, ,1,42071,2.48387096774194,.793034664802766
202307,2,62315,1,R,3,47,2,2,4,4,2,2, , , , ,1,2,1,1,1, ,2,2,2,1,1,1, ,2,1,2,1,2,1,2,1,1, , , , , , , ,2,1,1, , ,2,2,1,1,2,1,1,1,1,2,2,8,2,2,8,1,8,2,4, , , ,3,4,4,3,3,3,3,1,1,1,2,2,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,29,2,2,1,1,1,0,3, ,2,3,8,3,2, ,1,1, ,2,37688,3.29032258064516,1.05051345207639
202308,2,62315,1,S,2,39,1,1,2,2,1,1,2,1,2, ,3,3,3,3,2, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,1,1,1,1,2,1,1,1,2,3,1,1,8,3,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,64,1,2,2, , , ,4, ,2,1, ,2,2, ,1,7, ,2,43452,2.41935483870968,.772436361820875
202310,2,70515,1,R,2,39,2,1,3,3,1,1,5,1,2, ,2,2,2,2,2, ,2,4, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,1,2,1,1,2,1,1,1,2,3,2,8,8,3,3,2,2, ,1,1,1, ,3,2,2,1,2,5,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,4,4,4,4,4,1,4,56,1,2,2, , , ,3, ,2,3,8,2,2, ,1,7, ,1,43011,2.64516129032258,.844530422257491
202311,2,62315,1,S,3,28,2,1,1,2,1,1,3,1,2, ,3,2,3,2,3, ,1, , , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,2,2,2,1,1,2,1,2,2,1,2,2,3,2,2,3,3,3,1,1, ,1,1,2,1,3,2,2,1,2,2,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,3,3,3,3,4,3,2,53,1,2,1,0,1,2,6, ,2,1, ,2,2, ,1,9, ,1,38632,1.64516129032258,.525256726038195
202313,2,62315,1,R,1,36,2,1,2,2,1,1,2,1,2, ,3,2,3,3,3, ,1, , , , , , , , , , ,2,2,1,2,1,2, ,1,2, , , ,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,3,2,8,2,2,1,2,1,2,1, ,3,1,1,1,3,1,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,2,4,4,3,1,2,23,6,1,2, , , ,5, ,2,1, ,1,2, ,1,3, ,1,13733,2.74193548387097,.875427876730326
202319,2,62315,1,R,4,35,2,1,2,4,2,2, , , , ,3,2,2,2,2, ,2,4,1,2,2,2, ,2,2,1, ,2,2,1,2,2, , , , , , , ,2,2,2, , ,2,2,2,2,1,8,2,1,2,8,1,8,8,8,3,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,65,5,1,2, , , ,3, ,1,4,1,2,2, ,1,5, ,2,88401,2.96774193548387,.947521937166941
202324,2,62315,1,S,3,48,1,2,2,1,1,1,2,1,2, ,2,2,2,2,1, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,1,1, , , ,2,2,1,2,1,1,2,2,2,1,1,2,2,8,2,2,3,1,2,2,4, , , ,3,1,1,1,1,1,1,2, , , , , , , , , ,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,38,1,3,1,1,3,2,2, ,2,4,2,4,1,1,1,7, ,2,75089,7.16129032258065,2.28641163098979
202330,2,62315,1,U,3,22,1,1,2,4,1,1,1,1,2, ,3,3,3,3,2, ,1, , , , , , , , , , ,2,1,8,2,1,2,1, ,2,2,1,1, , , ,2,2,2,2,1,2,2,2,1,2,2,3,3,1,3,1,2,1,2, ,5,6,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,2,1,1,1,2,2,4,4,2,4,1,3,50,1,3,2, , , ,4, ,2,3,2,5,2, ,1,99, ,1,71104,4.29032258064516,1.36978714829569
202335,2,62315,1,S,3,12,1,2,1,1,1,1,2,1,2, ,2,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,1,1, , , ,2,2,1,2,1,1,2,2,1,2,1,1,3,3,8,8,8,8,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2, , , , , , , , , , ,3,57,1,2,2, , , ,3, ,2,3,2,5,2, ,2,8, ,1,33417,2.41935483870968,.772436361820875
202336,2,62315,1,U,2,39,1,1,3,3,1,1,2,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,2,1, , , ,2,2,2,2,1,2,2,1,2,1,1,2,3,2,2,2,2,2,2,2,1,1,1, ,3,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,4,4,4,4,4,2,2,25,6,1,2, , , ,3, ,2,1, ,2,2, ,2,3, ,2,43227,3.93548387096774,1.25649648189529
202340,2,62315,1,U,3,40,1,1,1,1,1,1,1,1,2, ,2,1,1,2,1, ,1, , , , , , , , , , ,2,2,1,2,1,1,1, ,1,2,2,1, , , ,1,2,1,1,1,2,2,2,2,2,1,1,3,2,1,2,1,2,2,1,1,2,2,1,3,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,4,1,2,2,2,2,1,3,2,1,1,1,1,1,1,2,1,2,1,2,1,2,3,4,3,1,3,4,1,30,2,2,2, , , ,8, ,2,4,8,4,2, ,1,8, ,2,73112,2.16129032258065,.690043149893316
202343,2,62315,1,S,3,1,2,2,2,2,1,2,2,1,8, ,1,2,1,2,1, ,1, ,1,2,1,2,1,1,1,2,5,1, , , , ,1, ,1,2, , , ,1,1,1,1,1,2,2,2,2,1,1,1,1,2,8,1,8,8,8,3,1,1, ,6, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,2,43,6,2,1,1,0,1,3, ,1,2, ,2,2, ,2,2, ,1,35215,5.54838709677419,1.77145405644254
202344,2,62515,2,U,2,19,2,2,3,2,1,1,4,1,2, ,3,1,2,1,1, ,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,2,1,2,2,2,2,2,1,1,1,2,1,1,8,8,3,8,3,8,1,1,2,1,3,1, ,3,4,2,2,2,2,2,2, , , , , , , , , ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,3,1,32,5,3,2, , , ,1, ,2,3,8,5,1,3,1,1, ,2,51503,3.2258064516129,1.0299151490945
202346,2,62415,1,S,2,18,2,1,3,3,1,1,1,1,2, ,1,1,1,1,1, ,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,1,3,2,3,3,1,2, ,2,8,1, ,3,4,1,4,4,4,4,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,1,2,4,1,1,4,1,33,6,1,2, , , ,1, ,2,3,8,3,2, ,1,1, ,2,46163,2.54838709677419,.813632967784656
202347,2,62315,2,U,1,42,1,1,2,3,2,2, , , , ,1,1,1,1,1, ,2,97,2,2,1,1, ,2,2,2,9,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,2,1,1,2,2,8,8,8,8,8,2,1,2, ,1,2,1, ,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,4,1,2,2,2,2,25,1,3,1,0,1,1,1, ,2,3,2,4,1,3,1,2, ,2,19604,4.35483870967742,1.39038545127758
202351,2,62815,1,U,3,13,2,1,2,3,1,1,2,1,2, ,1,3,1,1,1, ,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,1,2,2,1,2,1,1,2,1,1,1,2,8,8,8,8,8,8,2,2, ,1,1,1, ,2,1,1,1,1,1,1,2, , , , , , , , , ,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,4,4,3,4,1,3,26,6,2,1,1,0,0,5,3,2,3,2,4,2, ,2,7, ,2,31721,4.90322580645161,1.56547102662364
